,CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
1699,201699,1,29,Self Enquiry,1,24,Small Business,Male,2,4,Basic,3,Single,2,1,3,0,0,Executive,17389
1700,201700,0,52,Self Enquiry,1,8,Salaried,Female,2,4,Basic,3,Single,1,0,3,1,0,Executive,18212
1701,201701,0,42,Self Enquiry,1,10,Large Business,Male,2,3,King,3,Married,2,0,1,0,0,VP,34232
1702,201702,0,59,Self Enquiry,2,12,Small Business,Male,2,3,Basic,3,Married,1,0,4,0,0,Executive,17267
1703,201703,0,50,Self Enquiry,3,6,Small Business,Female,3,3,King,3,Married,4,0,1,1,0,VP,34517
1704,201704,1,33,Self Enquiry,1,20,Small Business,Male,2,3,Basic,3,Married,6,1,1,1,1,Executive,17436
1705,201705,0,43,Self Enquiry,3,22,Small Business,Female,3,3,Super Deluxe,3,Married,6,1,3,0,0,AVP,31064
1706,201706,1,33,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,1,0,3,1,1,Executive,17707
1707,201707,0,52,Company Invited,3,8,Salaried,Male,3,4,King,3,Single,2,1,1,1,0,VP,34068
1710,201710,0,39,Self Enquiry,1,6,Small Business,Female,3,3,Basic,3,Married,1,0,3,1,0,Executive,17232
1712,201712,0,41,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,5,Married,3,0,1,0,0,Manager,18072
1713,201713,0,40,Self Enquiry,1,30,Large Business,Male,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,18319
1714,201714,0,45,Self Enquiry,1,6,Salaried,Male,3,1,King,3,Married,1,0,4,1,1,VP,34202
1715,201715,0,31,Company Invited,1,9,Small Business,Male,3,3,Standard,3,Married,1,0,4,1,0,Senior Manager,28675
1716,201716,0,33,Self Enquiry,1,11,Salaried,Female,3,4,Basic,3,Married,2,0,1,0,0,Executive,17911
1717,201717,0,34,Self Enquiry,1,8,Salaried,Male,2,4,Deluxe,5,Married,7,0,4,0,1,Manager,20957
1719,201719,0,45,Company Invited,1,13,Salaried,Male,3,1,Deluxe,3,Married,5,0,1,1,0,Manager,21434
1720,201720,1,37,Company Invited,1,16,Small Business,Male,3,3,Standard,3,Married,7,0,3,0,2,Senior Manager,25048
1721,201721,0,39,Company Invited,1,8,Large Business,Fe Male,3,3,Standard,3,Unmarried,1,0,1,1,2,Senior Manager,25938
1722,201722,0,29,Self Enquiry,1,21,Salaried,Male,2,3,Basic,3,Single,2,0,3,1,1,Executive,17340
1723,201723,0,42,Self Enquiry,1,23,Salaried,Female,2,1,Deluxe,5,Unmarried,4,1,1,1,1,Manager,21545
1724,201724,0,29,Self Enquiry,3,26,Small Business,Male,2,3,Deluxe,3,Married,3,0,1,1,0,Manager,21931
1726,201726,0,42,Self Enquiry,1,8,Small Business,Female,2,4,Basic,5,Married,1,1,4,1,1,Executive,17593
1727,201727,0,40,Self Enquiry,1,8,Small Business,Male,2,3,King,3,Married,1,0,5,1,0,VP,34436
1728,201728,0,51,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17723
1730,201730,0,32,Company Invited,1,13,Salaried,Male,3,1,Basic,4,Married,2,0,1,0,1,Executive,17794
1731,201731,0,38,Company Invited,3,8,Salaried,Male,2,4,Deluxe,3,Married,4,0,5,1,1,Manager,20249
1732,201732,0,32,Self Enquiry,1,8,Large Business,Male,2,4,Deluxe,5,Single,5,0,4,0,1,Manager,17176
1733,201733,0,46,Self Enquiry,3,8,Large Business,Female,3,5,Super Deluxe,4,Married,4,1,5,1,0,AVP,31872
1735,201735,0,29,Self Enquiry,3,8,Small Business,Male,3,4,Deluxe,4,Married,3,0,4,1,0,Manager,21644
1736,201736,0,31,Self Enquiry,1,29,Small Business,Male,3,4,Deluxe,3,Married,1,0,3,0,1,Manager,20582
1738,201738,0,45,Self Enquiry,1,26,Small Business,Male,3,3,Super Deluxe,3,Married,1,1,3,1,1,AVP,28496
1739,201739,0,36,Self Enquiry,1,12,Salaried,Male,2,3,Basic,3,Married,1,0,5,1,1,Executive,18210
1740,201740,0,55,Self Enquiry,1,6,Small Business,Male,2,3,King,5,Single,1,1,1,1,1,VP,34045
1741,201741,1,47,Company Invited,1,35,Salaried,Male,2,3,Standard,4,Married,2,1,3,1,0,Senior Manager,26849
1742,201742,0,28,Self Enquiry,1,15,Small Business,Male,3,3,Basic,3,Married,2,0,1,1,0,Executive,17070
1743,201743,0,37,Self Enquiry,3,12,Small Business,Male,3,3,Deluxe,3,Married,5,0,3,1,0,Manager,21502
1744,201744,0,21,Self Enquiry,1,9,Small Business,Male,3,4,Basic,3,Single,2,0,5,1,2,Executive,18230
1745,201745,0,37,Company Invited,1,6,Small Business,Female,3,3,Standard,3,Married,3,1,3,0,0,Senior Manager,28603
1746,201746,0,35,Self Enquiry,1,28,Salaried,Female,3,1,Standard,4,Married,1,0,5,1,2,Senior Manager,26996
1747,201747,0,38,Self Enquiry,3,13,Small Business,Female,2,1,Deluxe,5,Married,2,1,3,1,1,Manager,20605
1748,201748,0,26,Company Invited,1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,1,1,Manager,21397
1749,201749,0,50,Self Enquiry,1,10,Salaried,Male,3,3,King,4,Married,4,0,5,0,1,VP,34144
1750,201750,0,53,Self Enquiry,1,9,Small Business,Male,2,3,Super Deluxe,3,Married,4,1,5,1,0,AVP,32584
1751,201751,0,42,Self Enquiry,3,6,Salaried,Male,1,3,Deluxe,3,Married,2,0,3,1,0,Manager,19907
1753,201753,0,55,Self Enquiry,1,26,Large Business,Male,2,3,Deluxe,3,Married,4,1,1,0,0,Manager,20415
1755,201755,0,37,Self Enquiry,1,6,Salaried,Female,2,3,Basic,3,Single,2,0,1,1,0,Executive,17115
1756,201756,1,44,Company Invited,1,30,Salaried,Male,2,3,Basic,3,Married,4,1,5,0,1,Executive,18161
1757,201757,0,38,Self Enquiry,1,29,Salaried,Male,2,3,Deluxe,3,Married,1,0,3,0,1,Manager,20745
1758,201758,1,26,Self Enquiry,1,22,Small Business,Male,2,3,Basic,4,Married,3,1,1,1,0,Executive,17373
1759,201759,0,28,Self Enquiry,1,14,Salaried,Female,3,3,Basic,3,Single,2,0,4,1,1,Executive,18310
1760,201760,0,49,Company Invited,1,16,Salaried,Female,2,3,King,5,Single,1,1,3,0,1,VP,33665
1762,201762,0,31,Company Invited,3,11,Small Business,Female,2,3,Basic,4,Married,2,0,3,0,0,Executive,17789
1763,201763,1,26,Self Enquiry,3,10,Small Business,Male,2,4,Deluxe,3,Single,2,1,1,1,0,Manager,20828
1764,201764,0,37,Company Invited,1,15,Small Business,Male,2,3,Basic,3,Married,2,1,1,0,1,Executive,17326
1765,201765,0,42,Company Invited,3,32,Small Business,Female,3,3,Super Deluxe,4,Married,6,0,3,1,1,AVP,28525
1766,201766,1,18,Self Enquiry,1,9,Small Business,Male,2,3,Basic,3,Single,2,0,4,1,0,Executive,16420
1767,201767,0,35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Married,1,0,1,1,1,Senior Manager,23020
1769,201769,0,51,Self Enquiry,1,8,Small Business,Male,2,5,Deluxe,4,Married,6,0,1,0,1,Manager,20482
1770,201770,0,41,Self Enquiry,3,8,Salaried,Male,2,3,Super Deluxe,4,Single,2,0,3,1,1,AVP,31015
1771,201771,0,18,Self Enquiry,3,16,Small Business,Female,3,4,Basic,3,Single,2,0,1,0,2,Executive,16200
1772,201772,0,28,Self Enquiry,1,22,Small Business,Male,3,1,Deluxe,5,Single,1,0,5,0,1,Manager,20661
1773,201773,0,31,Self Enquiry,3,13,Large Business,Male,3,1,Deluxe,3,Married,5,0,1,1,1,Manager,21929
1774,201774,0,39,Self Enquiry,1,6,Small Business,Male,2,1,Standard,3,Married,1,0,3,1,0,Senior Manager,24613
1775,201775,0,36,Company Invited,1,30,Salaried,Female,2,3,Deluxe,4,Married,1,0,3,1,1,Manager,20674
1776,201776,0,32,Self Enquiry,3,13,Salaried,Male,3,4,Deluxe,3,Married,2,0,3,1,0,Manager,20484
1777,201777,0,38,Self Enquiry,1,31,Salaried,Female,2,4,Standard,4,Married,4,0,3,0,1,Senior Manager,27061
1778,201778,0,58,Company Invited,1,6,Salaried,Male,2,5,Deluxe,3,Married,3,1,1,1,1,Manager,20660
1780,201780,0,31,Self Enquiry,2,8,Salaried,Male,3,4,Deluxe,5,Married,4,0,3,0,2,Manager,21410
1781,201781,0,45,Company Invited,1,13,Salaried,Male,3,3,Standard,5,Married,2,0,1,1,0,Senior Manager,20210
1782,201782,0,31,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17695
1783,201783,0,33,Company Invited,1,11,Salaried,Female,3,3,Standard,4,Married,7,0,3,1,1,Senior Manager,26878
1784,201784,0,39,Self Enquiry,1,16,Small Business,Male,3,3,Super Deluxe,5,Married,2,1,3,1,2,AVP,32068
1785,201785,0,43,Company Invited,1,16,Salaried,Female,2,3,Basic,3,Single,1,0,5,0,0,Executive,17455
1786,201786,0,49,Self Enquiry,1,6,Large Business,Female,2,4,Super Deluxe,3,Single,1,1,3,0,0,AVP,28964
1788,201788,0,27,Self Enquiry,1,11,Salaried,Female,2,3,Basic,4,Single,2,1,3,0,1,Executive,17478
1789,201789,0,32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Married,2,1,1,1,2,Manager,20228
1791,201791,0,31,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,3,Married,5,0,1,0,0,Manager,22547
1792,201792,0,32,Self Enquiry,1,8,Small Business,Female,3,1,Deluxe,3,Single,1,0,3,0,0,Manager,20055
1794,201794,0,30,Self Enquiry,1,34,Small Business,Female,3,3,Deluxe,3,Married,2,0,3,1,2,Manager,20775
1795,201795,0,31,Company Invited,1,13,Salaried,Female,2,4,Standard,3,Married,2,0,1,1,0,Senior Manager,23943
1796,201796,0,39,Company Invited,1,13,Small Business,Male,2,4,King,3,Married,2,0,5,1,0,VP,34272
1797,201797,1,39,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,3,Married,5,1,4,1,1,Manager,20238
1799,201799,0,47,Self Enquiry,1,11,Salaried,Male,2,3,King,3,Married,5,0,1,1,0,VP,33300
1800,201800,0,43,Company Invited,1,16,Salaried,Female,2,4,Deluxe,3,Married,2,0,3,1,0,Manager,20257
1801,201801,0,27,Company Invited,3,6,Small Business,Male,3,3,Deluxe,4,Married,1,1,1,0,1,Manager,21349
1803,201803,0,43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Married,1,0,5,1,0,Senior Manager,24985
1805,201805,0,40,Self Enquiry,3,6,Small Business,Male,2,5,Deluxe,3,Married,3,1,3,1,0,Manager,22457
1806,201806,1,29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,1,3,0,1,Executive,17119
1808,201808,0,30,Self Enquiry,3,11,Small Business,Female,1,4,Deluxe,3,Married,2,0,1,1,0,Manager,21118
1809,201809,0,27,Self Enquiry,3,14,Small Business,Female,2,3,Deluxe,4,Married,2,0,1,0,1,Manager,21214
1810,201810,0,37,Self Enquiry,1,11,Small Business,Male,3,3,Deluxe,3,Married,1,0,3,1,2,Manager,21347
1811,201811,0,38,Self Enquiry,1,21,Salaried,Male,3,4,Standard,3,Married,1,1,5,1,2,Senior Manager,26510
1812,201812,0,31,Self Enquiry,1,13,Small Business,Female,2,3,Standard,3,Unmarried,2,1,4,1,1,Senior Manager,22143
1813,201813,0,29,Self Enquiry,3,16,Small Business,Female,2,4,Deluxe,4,Married,2,1,5,1,0,Manager,23268
1814,201814,0,35,Self Enquiry,1,11,Large Business,Male,3,3,Standard,4,Unmarried,1,0,3,1,1,Senior Manager,23095
1815,201815,0,23,Self Enquiry,1,32,Salaried,Male,2,3,Basic,3,Married,2,0,1,0,1,Executive,17904
1816,201816,0,41,Self Enquiry,1,12,Small Business,Male,3,4,Deluxe,4,Single,7,1,3,1,2,Manager,21032
1817,201817,0,47,Company Invited,3,10,Small Business,Male,3,3,Deluxe,3,Single,4,0,4,0,2,Manager,17976
1818,201818,0,42,Self Enquiry,1,29,Salaried,Female,2,3,Super Deluxe,3,Single,3,0,3,0,0,AVP,30992
1820,201820,0,42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17696
1821,201821,0,32,Self Enquiry,1,8,Small Business,Female,3,3,Basic,4,Married,2,0,4,0,1,Executive,17370
1822,201822,0,48,Self Enquiry,3,35,Small Business,Female,3,3,Standard,3,Married,4,0,4,0,1,Senior Manager,27504
1823,201823,0,37,Self Enquiry,1,12,Small Business,Male,2,1,Deluxe,5,Married,5,1,3,1,1,Manager,20974
1825,201825,0,26,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Married,2,0,5,0,1,Manager,20296
1826,201826,0,42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,1,1,0,Manager,21781
1827,201827,1,21,Company Invited,3,6,Large Business,Female,3,4,Basic,4,Single,2,1,5,1,2,Executive,17174
1828,201828,0,36,Company Invited,3,6,Small Business,Female,2,3,Deluxe,3,Unmarried,5,0,1,1,1,Manager,21653
1829,201829,0,36,Company Invited,3,9,Small Business,Male,2,4,Standard,3,Married,5,0,1,0,0,Senior Manager,24699
1830,201830,0,57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,21755
1831,201831,0,40,Self Enquiry,1,16,Salaried,Female,2,1,Basic,3,Married,4,1,3,0,1,Executive,17213
1832,201832,0,21,Company Invited,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,4,1,0,Executive,17610
1833,201833,1,33,Self Enquiry,3,11,Small Business,Female,2,3,Basic,3,Single,2,1,1,0,1,Executive,17851
1835,201835,0,46,Company Invited,1,13,Small Business,Female,1,3,Deluxe,3,Married,3,0,5,1,0,Manager,20258
1836,201836,1,41,Company Invited,3,10,Small Business,Male,2,3,Deluxe,4,Unmarried,2,0,3,1,0,Manager,24355
1837,201837,0,50,Self Enquiry,1,16,Large Business,Male,3,4,Standard,3,Unmarried,7,0,5,1,1,Senior Manager,25496
1838,201838,1,40,Self Enquiry,3,28,Small Business,Male,3,4,Deluxe,3,Married,3,1,3,1,0,Manager,21380
1839,201839,0,31,Self Enquiry,1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,Executive,17657
1840,201840,1,21,Self Enquiry,3,18,Salaried,Female,2,1,Basic,4,Single,2,0,5,0,1,Executive,17716
1841,201841,0,29,Self Enquiry,1,29,Salaried,Male,2,3,Basic,3,Single,1,0,3,0,0,Executive,17201
1842,201842,0,35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,1,0,1,Manager,21540
1844,201844,0,28,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,3,Single,2,0,3,1,1,Manager,20253
1845,201845,0,49,Self Enquiry,1,13,Salaried,Male,2,4,Standard,3,Unmarried,1,0,1,1,0,Senior Manager,25965
1847,201847,0,36,Self Enquiry,1,8,Salaried,Female,3,3,Basic,3,Married,5,0,5,1,0,Executive,17543
1848,201848,1,34,Company Invited,3,25,Small Business,Male,3,1,Deluxe,3,Single,1,1,1,0,0,Manager,20304
1849,201849,0,55,Self Enquiry,1,8,Salaried,Female,3,3,Super Deluxe,3,Single,3,1,5,0,0,AVP,31659
1851,201851,0,30,Self Enquiry,3,8,Large Business,Male,3,3,Basic,4,Married,2,0,3,1,0,Executive,17476
1852,201852,1,26,Company Invited,1,9,Large Business,Male,3,3,Basic,5,Single,1,0,3,0,1,Executive,18102
1853,201853,0,22,Self Enquiry,1,17,Small Business,Female,2,3,Basic,4,Married,2,0,1,1,1,Executive,17244
1854,201854,0,36,Self Enquiry,3,8,Small Business,Male,3,4,Standard,3,Married,2,0,1,1,1,Senior Manager,22596
1855,201855,1,30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,1,1,4,1,0,Executive,17285
1856,201856,0,37,Self Enquiry,1,20,Salaried,Female,3,3,Basic,5,Married,2,0,4,1,1,Executive,18034
1857,201857,0,40,Self Enquiry,3,8,Small Business,Female,2,3,Deluxe,4,Married,1,0,1,0,0,Manager,20715
1858,201858,0,42,Self Enquiry,1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,0,2,Executive,17576
1860,201860,0,43,Self Enquiry,1,18,Salaried,Male,2,4,Super Deluxe,4,Married,2,0,3,1,1,AVP,29336
1862,201862,0,54,Self Enquiry,1,11,Small Business,Male,2,3,King,5,Married,5,0,4,1,0,VP,34406
1863,201863,0,34,Company Invited,3,10,Small Business,Female,3,3,Deluxe,3,Married,1,0,1,0,0,Manager,21538
1865,201865,0,43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Married,1,0,4,1,2,Executive,17258
1869,201869,0,31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Married,2,0,4,1,1,Executive,17218
1870,201870,0,39,Company Invited,1,6,Salaried,Male,2,3,King,3,Married,2,1,3,0,0,VP,34197
1871,201871,0,56,Company Invited,3,12,Salaried,Female,2,1,Super Deluxe,5,Married,1,0,3,1,0,AVP,28212
1872,201872,0,30,Self Enquiry,3,18,Large Business,Female,2,3,Deluxe,3,Unmarried,1,0,1,1,1,Manager,21577
1873,201873,0,41,Self Enquiry,3,6,Small Business,Male,2,1,Standard,5,Married,2,0,3,1,1,Senior Manager,23392
1876,201876,0,52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Married,3,1,1,1,0,Senior Manager,22969
1877,201877,0,45,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Married,4,0,5,0,2,Executive,17654
1878,201878,0,52,Self Enquiry,1,10,Salaried,Female,1,3,Super Deluxe,3,Married,3,0,5,1,0,AVP,31555
1880,201880,0,30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,1,1,0,Manager,21091
1881,201881,0,60,Self Enquiry,1,13,Salaried,Female,2,3,King,5,Married,6,0,5,1,0,VP,34566
1884,201884,1,24,Self Enquiry,3,6,Large Business,Female,3,3,Basic,4,Single,2,1,4,0,0,Executive,18202
1885,201885,1,34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,0,1,Executive,17351
1886,201886,0,38,Company Invited,1,8,Salaried,Male,2,3,Basic,3,Married,2,1,5,1,0,Executive,16702
1887,201887,0,40,Self Enquiry,3,8,Salaried,Female,3,3,King,3,Married,1,0,3,1,0,VP,33041
1888,201888,0,26,Self Enquiry,1,29,Salaried,Female,2,3,Basic,3,Married,2,0,3,0,0,Executive,17886
1889,201889,0,30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Married,5,0,3,1,0,Executive,17097
1890,201890,0,29,Self Enquiry,1,9,Small Business,Male,3,4,Standard,3,Married,2,0,1,0,2,Senior Manager,26935
1891,201891,1,29,Self Enquiry,1,31,Large Business,Female,3,4,Basic,4,Married,6,0,3,1,2,Executive,17546
1892,201892,1,19,Self Enquiry,2,8,Large Business,Male,2,4,Basic,3,Single,2,0,3,0,0,Executive,17564
1893,201893,0,30,Company Invited,3,28,Salaried,Female,3,3,Standard,5,Married,1,0,1,1,1,Senior Manager,23412
1894,201894,0,57,Self Enquiry,3,35,Small Business,Male,2,4,Super Deluxe,3,Married,4,0,3,1,0,AVP,29118
1895,201895,0,50,Self Enquiry,1,35,Salaried,Male,2,4,Super Deluxe,3,Married,1,0,5,1,1,AVP,32046
1896,201896,0,30,Company Invited,1,8,Small Business,Female,2,3,Basic,3,Single,1,0,4,1,0,Executive,17564
1897,201897,0,60,Company Invited,3,34,Small Business,Female,3,4,Standard,5,Married,5,0,1,1,0,Senior Manager,25266
1898,201898,0,47,Self Enquiry,1,8,Small Business,Female,3,3,Deluxe,3,Married,6,0,1,0,0,Manager,20070
1899,201899,0,46,Self Enquiry,1,8,Salaried,Male,2,3,Super Deluxe,3,Married,7,0,5,1,0,AVP,32861
1902,201902,0,34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,2,Executive,17768
1903,201903,0,46,Self Enquiry,3,16,Small Business,Female,3,4,Standard,3,Married,3,1,1,0,0,Senior Manager,24071
1904,201904,0,31,Self Enquiry,1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,0,0,Senior Manager,25648
1905,201905,1,33,Self Enquiry,1,21,Small Business,Male,2,3,Standard,3,Married,1,1,5,1,0,Senior Manager,28610
1907,201907,0,30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,1,0,0,Executive,17983
1908,201908,0,35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Married,5,1,1,0,0,Senior Manager,22632
1909,201909,1,31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Married,4,0,3,1,0,Senior Manager,24824
1910,201910,1,34,Company Invited,2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,Senior Manager,24950
1911,201911,0,42,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Married,5,0,3,0,1,Executive,17093
1912,201912,0,36,Company Invited,3,16,Small Business,Male,2,3,Standard,3,Unmarried,2,0,1,1,1,Senior Manager,24980
1915,201915,0,55,Self Enquiry,3,24,Salaried,Female,2,3,Super Deluxe,4,Single,4,0,1,1,0,AVP,31835
1916,201916,0,41,Company Invited,3,16,Salaried,Male,2,3,Deluxe,3,Single,1,0,1,0,1,Manager,21230
1918,201918,0,40,Self Enquiry,1,12,Salaried,Fe Male,3,3,Super Deluxe,3,Unmarried,1,0,5,1,0,AVP,28237
1920,201920,0,31,Self Enquiry,3,8,Salaried,Male,3,3,Deluxe,3,Unmarried,5,1,5,1,1,Manager,21582
1921,201921,0,42,Self Enquiry,1,30,Small Business,Male,2,3,Standard,5,Married,2,1,1,1,0,Senior Manager,22406
1923,201923,1,26,Company Invited,2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741
1925,201925,0,33,Self Enquiry,1,6,Small Business,Female,3,1,Super Deluxe,3,Married,5,0,1,1,0,AVP,31184
1926,201926,0,31,Self Enquiry,3,13,Salaried,Male,2,4,Standard,3,Married,1,0,3,1,0,Senior Manager,26557
1927,201927,1,18,Company Invited,3,11,Small Business,Male,3,3,Basic,4,Single,2,1,4,1,0,Executive,16878
1928,201928,0,40,Company Invited,3,34,Salaried,Male,2,5,Standard,5,Married,4,0,5,0,1,Senior Manager,25932
1929,201929,0,41,Company Invited,1,8,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,1,0,0,Manager,21811
1932,201932,0,34,Self Enquiry,3,27,Salaried,Male,3,1,Deluxe,3,Single,2,0,3,0,0,Manager,20337
1933,201933,1,26,Self Enquiry,1,30,Large Business,Male,3,5,Basic,3,Single,2,1,3,0,1,Executive,17340
1934,201934,0,37,Self Enquiry,1,6,Large Business,Female,2,3,Standard,3,Unmarried,5,0,5,1,0,Senior Manager,22491
1935,201935,0,46,Company Invited,1,24,Small Business,Female,2,3,Standard,3,Married,6,0,3,0,1,Senior Manager,25527
1936,201936,0,41,Self Enquiry,3,8,Salaried,Female,3,3,Super Deluxe,5,Married,1,0,5,1,2,AVP,31595
1937,201937,0,37,Company Invited,3,15,Small Business,Male,3,3,Standard,4,Married,2,0,1,1,2,Senior Manager,23834
1938,201938,0,52,Self Enquiry,1,12,Large Business,Male,3,3,Deluxe,5,Married,4,1,4,1,1,Manager,20577
1940,201940,0,24,Company Invited,3,30,Small Business,Male,2,3,Basic,3,Married,1,0,4,1,1,Executive,17400
1941,201941,0,38,Self Enquiry,1,16,Small Business,Female,3,3,Deluxe,3,Married,4,0,3,0,1,Manager,24824
1942,201942,0,37,Self Enquiry,1,6,Salaried,Female,3,3,Deluxe,4,Married,7,0,1,1,2,Manager,21447
1943,201943,0,49,Self Enquiry,1,24,Salaried,Male,2,4,King,3,Married,2,1,3,1,0,VP,34502
1944,201944,0,24,Self Enquiry,1,29,Small Business,Male,2,1,Basic,3,Married,2,1,4,0,0,Executive,17725
1945,201945,0,26,Self Enquiry,3,34,Small Business,Male,3,3,Deluxe,4,Married,2,0,3,0,0,Manager,21272
1946,201946,0,24,Self Enquiry,1,23,Salaried,Male,3,4,Basic,4,Married,2,0,3,1,1,Executive,17127
1947,201947,0,50,Company Invited,2,9,Small Business,Male,3,3,King,4,Married,2,0,1,1,2,VP,33200
1948,201948,0,25,Self Enquiry,3,19,Small Business,Male,2,3,Basic,3,Married,2,0,3,1,1,Executive,17096
1949,201949,1,24,Company Invited,1,13,Salaried,Female,2,3,Basic,3,Married,2,1,4,0,0,Executive,17886
1950,201950,1,30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,17033
1954,201954,0,31,Self Enquiry,3,12,Small Business,Male,3,1,Deluxe,3,Married,5,0,5,1,1,Manager,20460
1955,201955,0,27,Self Enquiry,1,12,Small Business,Female,3,4,Basic,3,Married,1,0,1,0,1,Executive,17187
1956,201956,0,37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,5,1,3,0,2,Manager,24602
1957,201957,0,20,Self Enquiry,1,6,Salaried,Female,2,4,Basic,4,Single,2,0,4,0,1,Executive,17836
1959,201959,0,43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627
1960,201960,0,38,Self Enquiry,1,6,Salaried,Female,2,3,Basic,5,Single,4,0,1,0,1,Executive,17619
1961,201961,0,43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,2,Manager,20679
1962,201962,0,48,Self Enquiry,1,6,Salaried,Female,2,4,Super Deluxe,5,Married,1,0,4,0,0,AVP,30402
1963,201963,0,44,Self Enquiry,2,6,Salaried,Female,2,4,Deluxe,3,Single,5,0,5,1,1,Manager,20985
1964,201964,0,34,Self Enquiry,3,20,Large Business,Female,2,3,Basic,3,Married,2,1,5,1,0,Executive,17579
1965,201965,1,27,Self Enquiry,3,8,Small Business,Male,2,3,Basic,5,Married,1,0,5,1,1,Executive,18041
1967,201967,0,44,Self Enquiry,1,9,Salaried,Male,2,3,King,3,Married,5,1,1,0,1,VP,34513
1968,201968,0,22,Self Enquiry,1,12,Small Business,Male,3,3,Basic,3,Married,1,0,1,1,1,Executive,17773
1969,201969,0,33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,1,0,0,Manager,22104
1970,201970,0,32,Self Enquiry,1,15,Salaried,Female,3,3,Deluxe,3,Married,2,1,5,1,2,Manager,21322
